match_id,season_id,date_match,home_team_id,away_team_id,points_home,points_away,goal_diff_home,goal_diff_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,possession_home,possession_away,shots_on_target_home,shots_on_target_away,h2h_home_wins,h2h_away_wins,h2h_draws,h2h_avg_goal_diff_home,h2h_avg_goals_home_scored,h2h_avg_goals_away_scored,result
4433,6,2023-12-28,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-2.4,0.4,2.8,away_win
4442,6,2023-12-30,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,-0.6,1.2,1.8,home_win
4443,6,2023-12-30,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.4,1.4,1.0,home_win
4446,6,2023-12-30,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,2.5,1.5,away_win
4447,6,2023-12-30,15,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.8,0.8,home_win
4448,6,2023-12-30,19,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.4,1.6,1.2,home_win
4451,6,2023-12-30,26,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,2.0,1.0,home_win
4449,6,2023-12-31,22,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1.2,1.2,home_win
4444,6,2023-12-31,9,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.4,1.4,1.0,home_win
4445,6,2024-01-01,13,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.6,2.0,1.4,home_win
4450,6,2024-01-02,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.2,1.0,1.2,draw
4456,6,2024-01-12,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,1.0,1.5,draw
4457,6,2024-01-13,6,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,-0.2,1.0,1.2,home_win
4460,6,2024-01-13,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.8,1.6,0.8,away_win
4459,6,2024-01-14,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,1.0,1.0,draw
4458,6,2024-01-14,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.8,1.4,0.6,draw
4453,6,2024-01-20,27,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,1.6,1.6,home_win
4454,6,2024-01-20,3,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-0.6,0.8,1.4,home_win
4452,6,2024-01-21,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-0.2,1.2,1.4,away_win
